2007-01-06,Sea,104,GSW,108
2007-01-06,Ind,100,NOO,93
2007-01-06,Por,110,Sac,105
2007-01-07,Dal,98,LAL,101
2007-01-07,SAS,110,Mem,96
2007-01-07,Hou,99,Min,103
2007-01-07,Bos,79,Orl,87
2007-01-07,GSW,105,Pho,128
2007-01-07,Mia,93,Por,90
2007-01-07,Was,111,Tor,116
2007-01-08,Hou,84,Chi,77
2007-01-08,Mil,92,Den,104
2007-01-08,LAC,100,NOO,90
2007-01-09,Atl,72,Ind,91
2007-01-09,LAL,118,Mem,128
2007-01-09,Tor,86,NJN,101
2007-01-09,Det,98,Phi,89
2007-01-09,Sea,102,Pho,113
2007-01-09,Cle,108,Sac,98
2007-01-09,Por,84,SAS,98
2007-01-09,Dal,108,Uta,105
2007-01-10,NOO,96,Atl,77
2007-01-10,Ind,97,Bos,84
2007-01-10,Por,74,Dal,99
2007-01-10,SAS,92,Den,83
2007-01-10,CHR,103,Det,96
2007-01-10,Orl,91,GSW,76
2007-01-10,LAL,77,Hou,102
2007-01-10,Tor,90,Mil,77
2007-01-10,LAC,92,Min,91
2007-01-10,Phi,99,NYK,106
2007-01-10,Mia,107,Sea,103
2007-01-10,Chi,103,Was,113
2007-01-11,NJN,86,Chi,83
2007-01-11,Cle,90,Pho,109
2007-01-12,Det,93,Atl,99
2007-01-12,Tor,95,Bos,86
2007-01-12,Hou,90,Den,86
2007-01-12,Mia,118,GSW,96
2007-01-12,Dal,115,Ind,113
2007-01-12,Orl,106,LAL,109
2007-01-12,Min,116,Mem,110
2007-01-12,Was,97,NOO,104
2007-01-12,CHR,126,NYK,110
2007-01-12,Mil,97,Phi,110
2007-01-12,Sac,87,Por,95
2007-01-12,Uta,114,Sea,122
2007-01-13,Mem,66,Chi,111
2007-01-13,Phi,83,CHR,89
2007-01-13,Bos,73,Det,81
2007-01-13,Cle,104,LAC,92
2007-01-13,NJN,98,Min,109
2007-01-13,Orl,101,Pho,107
2007-01-13,Hou,115,Sac,111
2007-01-13,Was,80,SAS,93
2007-01-13,Mia,119,Uta,110
2007-01-14,Den,109,Por,93
2007-01-14,Dal,97,Tor,96
2007-01-15,Bos,96,Atl,100
2007-01-15,SAS,87,Chi,99
2007-01-15,Mil,99,CHR,91
2007-01-15,Min,94,Det,90
2007-01-15,LAC,93,GSW,108
2007-01-15,Mia,118,LAL,124
2007-01-15,Pho,137,Mem,122
2007-01-15,Ind,95,NJN,105
2007-01-15,Sac,97,NYK,102
2007-01-15,Tor,104,Phi,86
2007-01-15,Uta,111,Was,114
2007-01-16,Hou,96,Dal,109
2007-01-16,Orl,78,NOO,84
2007-01-16,Cle,96,Sea,101
2007-01-17,NJN,92,CHR,85
2007-01-17,Uta,100,Det,99
2007-01-17,Pho,100,Hou,91
2007-01-17,GSW,109,LAC,115
2007-01-17,Phi,102,Mem,118
2007-01-17,Chi,99,Mil,90
2007-01-17,Atl,105,Min,88
2007-01-17,Cle,76,Por,94
2007-01-17,LAL,100,SAS,96
2007-01-17,Sac,85,Tor,101
2007-01-17,NYK,98,Was,99
2007-01-18,LAL,95,Dal,114
2007-01-18,Ind,101,Mia,104
2007-01-19,CHR,96,Atl,75
2007-01-19,Sac,96,Bos,91
2007-01-19,Cle,99,Den,110
2007-01-19,Det,104,Min,98
2007-01-19,NJN,101,NYK,100
2007-01-19,Was,114,Orl,93
2007-01-19,Mia,95,Phi,98
2007-01-19,Por,101,Pho,106
2007-01-19,NOO,86,SAS,99
2007-01-19,Mil,72,Sea,99
2007-01-19,Uta,102,Tor,94
2007-01-20,Uta,95,Chi,85
2007-01-20,Atl,85,CHR,104
2007-01-20,Sac,74,Det,91
2007-01-20,Cle,106,GSW,104
2007-01-20,Den,121,Hou,113
2007-01-20,NYK,108,Ind,106
2007-01-20,Mem,91,LAC,112
2007-01-20,Orl,94,NJN,101
2007-01-20,LAL,103,NOO,113
2007-01-20,Bos,110,Was,115
2007-01-21,Dal,99,Mia,93
2007-01-21,SAS,99,Phi,85
2007-01-21,Min,102,Pho,131
2007-01-21,Mil,95,Por,99
2007-01-22,SAS,93,Bos,89
2007-01-22,Orl,90,Cle,79
2007-01-22,Mem,98,Den,115
2007-01-22,Chi,91,Ind,98
2007-01-22,GSW,103,LAL,108
2007-01-22,NYK,83,Mia,101
2007-01-22,NJN,87,Sac,88
2007-01-22,CHR,84,Tor,105
2007-01-22,Min,91,Uta,106
2007-01-23,Atl,86,Chi,94
2007-01-23,Mil,96,LAC,115
2007-01-23,Dal,111,Orl,95
2007-01-23,NOO,96,Phi,102
2007-01-23,Den,117,Sea,112
2007-01-23,Pho,127,Was,105
2007-01-24,Atl,82,Bos,76
2007-01-24,Det,103,CHR,92
2007-01-24,Phi,118,Cle,115
2007-01-24,NJN,109,GSW,110
2007-01-24,Mia,94,Ind,96
2007-01-24,Pho,112,NYK,107
2007-01-24,Min,98,Por,101
2007-01-24,Mil,106,Sac,114
2007-01-24,Hou,90,SAS,85
2007-01-24,NOO,88,Tor,90
2007-01-24,Mem,132,Uta,130
2007-01-25,Dal,85,Chi,96
2007-01-25,NJN,101,LAC,102
2007-01-26,Was,99,Det,96
