gameId,gameDate,homeTeamId,homeTeamName,homeTeamScore,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF,roadTeamId,roadTeamName,roadTeamScore,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF
0020801196,2009-04-12,1610612740,NOH,102,40,72,7,19,15,16,2,34,24,3,1,9,20,1610612742,DAL,92,37,87,6,22,12,13,14,27,21,5,3,6,19
0020801197,2009-04-12,1610612739,CLE,107,38,69,10,16,21,29,7,39,24,3,5,16,23,1610612738,BOS,76,29,81,5,18,13,22,7,21,20,8,5,10,27
0020801198,2009-04-12,1610612748,MIA,122,45,80,15,31,17,21,8,39,19,4,9,11,19,1610612752,NYK,105,39,88,8,28,19,25,12,23,19,7,2,6,14
0020801199,2009-04-12,1610612761,TOR,111,42,78,4,13,23,27,11,23,27,12,10,13,27,1610612755,PHI,104,34,83,6,18,30,34,22,25,18,4,3,19,21
0020801205,2009-04-13,1610612751,NJN,91,31,76,9,24,20,26,13,29,18,6,8,17,19,1610612766,CHA,87,33,73,0,6,21,27,8,25,17,11,7,14,19
0020801206,2009-04-13,1610612749,MIL,98,35,79,8,21,20,27,10,41,25,5,7,12,25,1610612753,ORL,80,28,88,2,18,22,30,18,34,13,6,3,10,21
0020801207,2009-04-13,1610612742,DAL,96,32,71,8,20,24,27,7,33,19,7,5,11,12,1610612750,MIN,94,37,82,10,22,10,12,10,30,24,7,0,12,23
0020801208,2009-04-13,1610612745,HOU,86,34,74,5,19,13,13,11,35,21,5,6,13,14,1610612740,NOH,66,28,81,4,16,6,10,12,25,15,4,1,10,14
0020801202,2009-04-13,1610612754,IND,109,39,87,8,22,23,28,12,29,17,10,9,13,22,1610612739,CLE,117,40,87,8,21,29,34,16,35,19,10,7,13,21
0020801203,2009-04-13,1610612764,WAS,96,37,79,3,15,19,24,14,35,17,10,12,24,17,1610612761,TOR,97,39,96,4,17,15,21,22,29,30,14,6,16,17
0020801204,2009-04-13,1610612765,DET,88,34,85,4,14,16,23,13,34,19,4,4,9,21,1610612741,CHI,91,36,78,5,16,14,18,6,34,23,3,7,10,22
0020801209,2009-04-13,1610612743,DEN,118,39,85,13,29,27,36,12,33,27,10,10,9,16,1610612758,SAC,98,40,85,9,23,9,15,9,33,27,7,6,16,25
0020801212,2009-04-13,1610612757,POR,113,45,88,6,15,17,21,12,42,21,5,5,11,16,1610612760,OKC,83,33,82,2,12,15,19,8,28,19,9,8,11,17
0020801213,2009-04-13,1610612744,GSW,72,28,82,2,10,14,19,9,34,11,6,8,10,21,1610612759,SAS,101,37,85,8,21,19,30,15,44,21,6,0,9,22
0020801210,2009-04-13,1610612762,UTA,106,35,77,4,8,32,39,13,37,20,10,6,11,21,1610612746,LAC,85,35,80,5,19,10,18,7,29,26,9,7,15,26
0020801211,2009-04-13,1610612756,PHX,119,44,81,5,15,26,37,13,24,25,9,5,16,21,1610612763,MEM,110,40,79,5,15,25,30,6,28,18,9,5,16,26
0020801216,2009-04-14,1610612747,LAL,125,48,86,8,13,21,24,7,23,39,11,8,16,31,1610612762,UTA,112,37,75,3,12,35,47,12,23,27,12,3,16,27
0020801214,2009-04-14,1610612737,ATL,81,30,71,4,12,17,26,9,29,18,9,5,12,18,1610612748,MIA,79,31,78,9,33,8,14,12,33,21,6,7,15,20
0020801215,2009-04-14,1610612755,PHI,98,38,82,3,12,19,25,12,26,21,8,7,11,20,1610612738,BOS,100,41,79,9,16,9,17,13,28,24,10,7,15,23
0020801218,2009-04-15,1610612741,CHI,98,39,92,3,14,17,22,11,29,20,8,6,7,17,1610612761,TOR,109,44,92,4,10,17,21,16,41,27,5,3,12,22
0020801219,2009-04-15,1610612739,CLE,110,46,89,10,24,8,12,14,22,26,6,5,16,31,1610612755,PHI,111,38,72,3,9,32,43,11,25,18,12,5,15,17
0020801217,2009-04-15,1610612738,BOS,115,45,85,10,18,15,24,12,29,29,6,2,16,25,1610612764,WAS,107,38,77,7,20,24,30,8,27,15,9,8,14,26
0020801223,2009-04-15,1610612748,MIA,102,39,84,12,24,12,19,15,36,20,2,5,14,22,1610612765,DET,96,36,87,2,13,22,31,17,27,13,6,4,7,19
0020801224,2009-04-15,1610612750,MIN,90,32,76,7,25,19,28,13,28,20,6,0,15,25,1610612758,SAC,97,34,74,7,17,22,28,10,30,18,8,5,14,25
0020801225,2009-04-15,1610612752,NYK,102,38,85,7,24,19,22,14,35,17,9,4,10,17,1610612751,NJN,73,26,83,4,13,17,19,20,29,12,6,6,17,19
0020801226,2009-04-15,1610612753,ORL,98,37,81,10,23,14,22,11,34,23,7,6,8,22,1610612766,CHA,73,24,68,2,12,23,34,8,35,15,5,5,12,21
0020801227,2009-04-15,1610612759,SAS,105,42,85,6,20,15,20,9,37,20,5,2,12,23,1610612740,NOH,98,39,80,6,14,14,21,3,30,19,6,3,9,21
0020801228,2009-04-15,1610612746,LAC,85,35,80,5,19,10,14,5,27,16,7,6,22,23,1610612760,OKC,126,48,89,4,12,26,32,12,37,36,17,4,13,15
0020801229,2009-04-15,1610612756,PHX,117,40,94,7,17,30,42,21,27,22,9,7,8,21,1610612744,GSW,113,43,93,5,17,22,28,20,31,20,5,8,12,25
0020801220,2009-04-15,1610612742,DAL,95,37,77,6,13,15,19,6,35,24,3,4,11,23,1610612745,HOU,84,33,82,4,17,14,18,7,32,19,6,6,9,20
0020801221,2009-04-15,1610612754,IND,115,39,82,12,21,25,30,14,39,27,10,12,18,13,1610612749,MIL,108,44,102,7,20,13,15,16,29,30,12,6,11,21
0020801222,2009-04-15,1610612763,MEM,98,37,73,3,8,21,31,7,36,19,9,10,10,16,1610612737,ATL,90,33,76,6,17,18,24,8,32,13,2,4,13,27
0020801230,2009-04-15,1610612757,POR,104,39,74,13,22,13,18,7,38,29,8,5,16,19,1610612743,DEN,76,28,83,5,16,15,16,14,26,9,7,4,16,20
